Wojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;Sulisławice;;6377.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Wojnów;;672882.0
DOLNOŚLĄSKIE;milicki;Milicz;Młodzianów;;12289.0
DOLNOŚLĄSKIE;kłodzki;Szczytna;Niwa;;2071.0
DOLNOŚLĄSKIE;oleśnicki;Bierutów;Bierutów;;4418.0
DOLNOŚLĄSKIE;legnicki;Legnickie Pole;Taczalin;;5353.0
DOLNOŚLĄSKIE;legnicki;Miłkowice;Dobrzejów;;7400.0
DOLNOŚLĄSKIE;legnicki;Miłkowice;Jakuszów;;7400.0
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;Osola;;12208.0
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;Osolin;;12208.0
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;Pęgówek;;12208.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Ziębice;;7865.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Zastruże;;5702.0
DOLNOŚLĄSKIE;oleśnicki;Dziadowa Kłoda;Lipka;;4578.0
DOLNOŚLĄSKIE;oleśnicki;Dziadowa Kłoda;Radzowice;;4578.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Międzybórz;;2292.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Kraszów;;2681.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Wiewiórka;;2681.0
DOLNOŚLĄSKIE;wrocławski;Jordanów Śląski;Winna Góra;;3275.0
DOLNOŚLĄSKIE;jaworski;Wądroże Wielkie;Wądroże Małe;;3681.0
DOLNOŚLĄSKIE;karkonoski;Kowary;Kowary;;9520.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Sobótka;;7076.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Garncarsko;;6000.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Mirosławice;;6000.0
DOLNOŚLĄSKIE;milicki;Cieszków;Jawor;;4561.0
DOLNOŚLĄSKIE;milicki;Cieszków;Słabocin;;4561.0
DOLNOŚLĄSKIE;milicki;Cieszków;Trzebicko Dolne;;4561.0
DOLNOŚLĄSKIE;milicki;Krośnice;Bukowice;;7940.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Pisarzowice;;8816.0
DOLNOŚLĄSKIE;oleśnicki;Bierutów;Karwiniec;;4775.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Komorówko;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Księginice;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Ligota;;11502.0
DOLNOŚLĄSKIE;wrocławski;Jordanów Śląski;Popowice;;3275.0
DOLNOŚLĄSKIE;złotoryjski;Świerzawa;Nowy Kościół;;4981.0
DOLNOŚLĄSKIE;karkonoski;Mysłakowice;Karpniki;;9545.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Brzózka;;7786.0
DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Dąbrówka;;74194.0
DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Grabary;;74194.0
DOLNOŚLĄSKIE;kłodzki;Lądek-Zdrój;Konradów;;2517.0
DOLNOŚLĄSKIE;kłodzki;Lądek-Zdrój;Radochów;;2517.0
DOLNOŚLĄSKIE;wołowski;Brzeg Dolny;Naborów;;3597.0
DOLNOŚLĄSKIE;wołowski;Brzeg Dolny;Radecz;;3597.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Brzezia Łąka;;44927.0
DOLNOŚLĄSKIE;górowski;Góra;Radosław;;7671.0
DOLNOŚLĄSKIE;górowski;Góra;Ryczeń;;7671.0
DOLNOŚLĄSKIE;górowski;Góra;Sławęcice;;7671.0
DOLNOŚLĄSKIE;karkonoski;Mysłakowice;Wojanów;;9545.0
DOLNOŚLĄSKIE;karkonoski;Podgórzyn;Głębock;;8111.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Bystrzyca-Kolonia;;8802.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Henryków;;7485.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Gęsiniec;;9506.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Lasówka;;8272.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Krzelów;;7786.0
DOLNOŚLĄSKIE;kamiennogórski;Marciszów;Marciszów;;4217.0
DOLNOŚLĄSKIE;kłodzki;Kudowa-Zdrój;Brzozowie;;9145.0
DOLNOŚLĄSKIE;kłodzki;Kudowa-Zdrój;Pstrążna;;9145.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Kościelniki;;20100.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Staszowice;;7786.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Stryjno;;7786.0
DOLNOŚLĄSKIE;wołowski;Wołów;Golina;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Krzydlina Mała;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Łazarzowice;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Nieszkowice;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Stęszów;;9392.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Czadrów;;8816.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Dobromyśl;;8816.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Jawiszów;;8816.0
DOLNOŚLĄSKIE;strzeliński;Borów;Jaksin;;4986.0
DOLNOŚLĄSKIE;strzeliński;Borów;Kręczków;;4986.0
DOLNOŚLĄSKIE;strzeliński;Borów;Ludów Śląski;;4986.0
DOLNOŚLĄSKIE;polkowicki;Polkowice;Trzebcz;;5607.0
DOLNOŚLĄSKIE;polkowicki;Przemków;Karpie;;2190.0
DOLNOŚLĄSKIE;strzeliński;Borów;Boguszyce;;4986.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Wyszków;;5184.0
DOLNOŚLĄSKIE;kłodzki;Radków;Ratno Dolne;;6121.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Drozdowice Wielkie;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Gola Wąsoska;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Sułów Wielki;;4160.0
DOLNOŚLĄSKIE;jaworski;Bolków;Kaczorów;;4896.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Królewska Wola;;2681.0
DOLNOŚLĄSKIE;średzki;Udanin;Lusina;;4755.0
DOLNOŚLĄSKIE;świdnicki;Świebodzice;Ciernie;;21634.0
DOLNOŚLĄSKIE;świdnicki;Dobromierz;Jugowa;;4850.0
DOLNOŚLĄSKIE;kłodzki;Lewin Kłodzki;Dańczów;;1947.0
DOLNOŚLĄSKIE;karkonoski;Stara Kamienica;Sosnka;;5244.0
DOLNOŚLĄSKIE;karkonoski;Stara Kamienica;Kopanina;;5244.0
DOLNOŚLĄSKIE;świdnicki;Jaworzyna Śląska;Jaworzyna Śląska;;5015.0
DOLNOŚLĄSKIE;złotoryjski;Zagrodno;Brochocin;;4805.0
DOLNOŚLĄSKIE;złotoryjski;Zagrodno;Modlikowice;;4805.0
DOLNOŚLĄSKIE;złotoryjski;Złotoryja;Ernestynów;;6925.0
DOLNOŚLĄSKIE;zgorzelecki;Pieńsk;Stojanów;;3225.0
DOLNOŚLĄSKIE;górowski;Góra;Góra;;10623.0
DOLNOŚLĄSKIE;karkonoski;Kowary;Wojków;;9520.0
DOLNOŚLĄSKIE;górowski;Góra;Łagiszyn;;7671.0
DOLNOŚLĄSKIE;górowski;Góra;Osetno Małe;;7671.0
DOLNOŚLĄSKIE;górowski;Góra;Polanowo;;7671.0
DOLNOŚLĄSKIE;bolesławiecki;Gromadka;Wierzbowa;;4978.0
DOLNOŚLĄSKIE;bolesławiecki;Nowogrodziec;Nowogrodziec;;4050.0
DOLNOŚLĄSKIE;bolesławiecki;Nowogrodziec;Czerna;;10473.0
DOLNOŚLĄSKIE;bolesławiecki;Osiecznica;Przejęsław;;7198.0
DOLNOŚLĄSKIE;wałbrzyski;Stare Bogaczowice;Chwaliszów;;4344.0
DOLNOŚLĄSKIE;wałbrzyski;Stare Bogaczowice;Gostków;;4344.0
DOLNOŚLĄSKIE;lubiński;Rudna;Nieszczyce;;7428.0
DOLNOŚLĄSKIE;legnicki;Krotoszyce;Babin;;3312.0
DOLNOŚLĄSKIE;legnicki;Krotoszyce;Białka;;3312.0
DOLNOŚLĄSKIE;legnicki;Kunice;Jaśkowice Legnickie;;7782.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Małowice;;7786.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Przyborów;;7786.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Pławna;;9506.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Szczawin;;9506.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Częstocice;;4511.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Kowalów;;4511.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Księżyce;;4511.0
DOLNOŚLĄSKIE;średzki;Kostomłoty;Budziszów;;7151.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Michów;;9425.0
DOLNOŚLĄSKIE;bolesławiecki;Warta Bolesławiecka;Szczytnica;;8402.0
DOLNOŚLĄSKIE;bolesławiecki;Warta Bolesławiecka;Tomaszów Bolesławiecki;;8402.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Młoty;;8272.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Piaskowice;;8272.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Raszów;;8816.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Błażejów;;4535.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Okrzeszyn;;4535.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Paczyn;;4535.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Ustronie;;7892.0
DOLNOŚLĄSKIE;lwówecki;Mirsk;Skarbków;;3551.0
DOLNOŚLĄSKIE;lwówecki;Mirsk;Grudza;;4516.0
DOLNOŚLĄSKIE;lwówecki;Mirsk;Karłowiec;;4516.0
DOLNOŚLĄSKIE;polkowicki;Grębocice;Grodowiec;;5299.0
DOLNOŚLĄSKIE;polkowicki;Polkowice;Kaźmierzów;;5607.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Jaworek;;4342.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Niemojów;;4342.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Pisary;;4342.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Smreczyna;;4342.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Lwówek Śląski;;8015.0
DOLNOŚLĄSKIE;lubański;Leśna;Świecie;;5227.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Boboszów;;4342.0
DOLNOŚLĄSKIE;lubański;Platerówka;Przylasek;;1487.0
DOLNOŚLĄSKIE;lubański;Siekierczyn;Nowa Karczma;;4366.0
DOLNOŚLĄSKIE;lubański;Siekierczyn;Rudzica;;4366.0
DOLNOŚLĄSKIE;lubański;Siekierczyn;Wyżne;;4366.0
DOLNOŚLĄSKIE;lwówecki;Wleń;Radomice;;2302.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Rakoszyce;;10253.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Słup;;10253.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Święte;;10253.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Wrocisławice;;10253.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Zakrzów;;10253.0
DOLNOŚLĄSKIE;średzki;Udanin;Dziwigórz;;4755.0
DOLNOŚLĄSKIE;dzierżoniowski;Niemcza;Przerzeczyn-Zdrój;;2323.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Zdrojowisko;;10479.0
DOLNOŚLĄSKIE;średzki;Kostomłoty;Piotrowice;;7151.0
DOLNOŚLĄSKIE;lubański;Lubań;Jałowiec;;6462.0
DOLNOŚLĄSKIE;legnicki;Legnickie Pole;Koskowice;;5353.0
DOLNOŚLĄSKIE;legnicki;Legnickie Pole;Janiszów;;5353.0
DOLNOŚLĄSKIE;lubiński;Lubin;Krzeczyn Wielki;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Raszówka;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Lisiec;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Obora;;18812.0
DOLNOŚLĄSKIE;lwówecki;Lubomierz;Pławna Dolna;;3817.0
DOLNOŚLĄSKIE;górowski;Niechlów;Niechlów;;4454.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Żmigród;;6193.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Borek;;7922.0
DOLNOŚLĄSKIE;milicki;Milicz;Stawno;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Piękocin;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Poradów;;12289.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Drołtowice;;6614.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Komorów;;6614.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Nowy Dwór;;6614.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Szczodrów;;6614.0
DOLNOŚLĄSKIE;wałbrzyski;Boguszów-Gorce;Koło;;14079.0
DOLNOŚLĄSKIE;wałbrzyski;Boguszów-Gorce;Kuźnice Świdnickie;;14079.0
DOLNOŚLĄSKIE;dzierżoniowski;Łagiewniki;Przystronie;;7033.0
DOLNOŚLĄSKIE;dzierżoniowski;Łagiewniki;Ratajno;;7033.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Lipnica;;10253.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Lipowa;;3929.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Podgaj;;3929.0
DOLNOŚLĄSKIE;strzeliński;Przeworno;Dobroszów;;4467.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Ogorzelec;;8816.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Czarnoborsko;;4160.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Śmieszków;;15359.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Kraśnik Dolny;;15359.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Nowa Wieś;;15359.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Złotniki;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Księże Wielkie;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Wrocław-Psie Pole;;672882.0
DOLNOŚLĄSKIE;wałbrzyski;Głuszyca;Kolce;;2123.0
DOLNOŚLĄSKIE;wałbrzyski;Mieroszów;Mieroszów;;3676.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Chmielno;;7892.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Dębowy Gaj;;7892.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Radłówka;;7892.0
DOLNOŚLĄSKIE;strzeliński;Przeworno;Jagielno;;4467.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Kuropatnik;;9506.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Muchowiec;;9506.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Stary Waliszów;;8272.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Wilkanów;;8272.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Krosnowice;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Ołdrzychowice Kłodzkie;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Podzamek;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Ruszowice;;16369.0
DOLNOŚLĄSKIE;głogowski;Kotla;Grochowice;;4414.0
DOLNOŚLĄSKIE;głogowski;Pęcław;Kotowice;;2126.0
DOLNOŚLĄSKIE;milicki;Milicz;Gajdówka;;12289.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Różanka;;672882.0
DOLNOŚLĄSKIE;milicki;Milicz;Joachimówka;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Stawiec;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Świętoszyn;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Wałkowa;;12289.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Okmiany;;9425.0
DOLNOŚLĄSKIE;legnicki;Prochowice;Golanka Dolna;;3592.0
DOLNOŚLĄSKIE;legnicki;Prochowice;Mierzowice;;3592.0
DOLNOŚLĄSKIE;lubański;Leśna;Bartoszówka;;5227.0
DOLNOŚLĄSKIE;lubański;Leśna;Kościelniki Górne;;5227.0
DOLNOŚLĄSKIE;średzki;Kostomłoty;Wichrów;;7151.0
DOLNOŚLĄSKIE;średzki;Malczyce;Chomiąża;;5631.0
DOLNOŚLĄSKIE;średzki;Malczyce;Wilczków;;5631.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Cesarzowice;;10253.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Plac Grunwaldzki;;672882.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Raszów;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Świątniki;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Wisznia Mała;Malin;;12305.0
DOLNOŚLĄSKIE;wrocławski;Mietków;Domanice;;3760.0
DOLNOŚLĄSKIE;dzierżoniowski;Dzierżoniów;Mościsko;;9109.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Wojnarowice;;6000.0
DOLNOŚLĄSKIE;wrocławski;Siechnice;Biestrzyków;;19636.0
DOLNOŚLĄSKIE;wrocławski;Siechnice;Radomierzyce;;19636.0
DOLNOŚLĄSKIE;lubański;Leśna;Jurków;;5227.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Marcinowiczki;;5702.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Mikoszowa;;5702.0
DOLNOŚLĄSKIE;milicki;Cieszków;Dziadkowo;;4561.0
DOLNOŚLĄSKIE;milicki;Cieszków;Guzowice;;4561.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Brożec;;9506.0
DOLNOŚLĄSKIE;świdnicki;Strzegom;Skarżyce;;9183.0
DOLNOŚLĄSKIE;świdnicki;Strzegom;Tomkowice;;9183.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Krzczonów;;18114.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Lubachów;;18114.0
DOLNOŚLĄSKIE;milicki;Milicz;Marchwice;;12289.0
DOLNOŚLĄSKIE;lubański;Lubań;Kościelniki Dolne;;6462.0
DOLNOŚLĄSKIE;lubański;Lubań;Radostów Średni;;6462.0
DOLNOŚLĄSKIE;trzebnicki;Wisznia Mała;Psary;;12305.0
DOLNOŚLĄSKIE;trzebnicki;Zawonia;Rzędziszowice;;5888.0
DOLNOŚLĄSKIE;milicki;Milicz;Wrocławice;;12289.0
DOLNOŚLĄSKIE;strzeliński;Borów;Opatowice;;4986.0
DOLNOŚLĄSKIE;strzeliński;Borów;Piotrków Borowski;;4986.0
DOLNOŚLĄSKIE;strzeliński;Borów;Stogi;;4986.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Błotnica;;3929.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Karczyn;;3929.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Kamień;;44927.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Kiełczów;;44927.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Jarnołtów;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Marszowice;;672882.0
DOLNOŚLĄSKIE;milicki;Krośnice;Czeszyce;;7940.0
DOLNOŚLĄSKIE;milicki;Krośnice;Stara Huta;;7940.0
DOLNOŚLĄSKIE;milicki;Krośnice;Świebodów;;7940.0
DOLNOŚLĄSKIE;oławski;Jelcz-Laskowice;Nowy Dwór;;8839.0
DOLNOŚLĄSKIE;oławski;Oława;Gaj Oławski;;15697.0
DOLNOŚLĄSKIE;oławski;Oława;Godzikowice;;15697.0
DOLNOŚLĄSKIE;oławski;Domaniów;Kończyce;;4853.0
DOLNOŚLĄSKIE;oławski;Domaniów;Radoszkowice;;4853.0
DOLNOŚLĄSKIE;oławski;Domaniów;Skrzypnik;;4853.0
DOLNOŚLĄSKIE;oławski;Domaniów;Wierzbno;;4853.0
DOLNOŚLĄSKIE;oławski;Jelcz-Laskowice;Biskupice Oławskie;;8839.0
DOLNOŚLĄSKIE;głogowski;Jerzmanowa;Gaiki;;5983.0
DOLNOŚLĄSKIE;lubiński;Ścinawa;Dębiec;;4043.0
DOLNOŚLĄSKIE;lwówecki;Gryfów Śląski;Młyńsko;;2975.0
DOLNOŚLĄSKIE;lwówecki;Lubomierz;Golejów;;3817.0
DOLNOŚLĄSKIE;milicki;Milicz;Milicz;;10606.0
DOLNOŚLĄSKIE;zgorzelecki;Węgliniec;Jagodzin;;5065.0
DOLNOŚLĄSKIE;zgorzelecki;Węgliniec;Polana;;5065.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Białogórze;;8982.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Jędrzychowice;;8982.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Łomnica;;8982.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Trójca;;8982.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Michałowice;;44927.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Śliwice;;44927.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Zaprężyn;;44927.0
DOLNOŚLĄSKIE;wrocławski;Jordanów Śląski;Dankowice;;3275.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Piotrowice;;8272.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Ponikwa;;8272.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Poręba;;8272.0
DOLNOŚLĄSKIE;kłodzki;Radków;Suszyna;;6121.0
DOLNOŚLĄSKIE;kłodzki;Stronie Śląskie;Kamienica;;1792.0
DOLNOŚLĄSKIE;oleśnicki;Twardogóra;Chełstów;;6356.0
DOLNOŚLĄSKIE;oleśnicki;Twardogóra;Domasławice;;6356.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Kalinowice Dolne;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Lipa;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Niedźwiedź;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Pomianów Dolny;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Starczówek;;7485.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Markocice;;15852.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Strzegomice;;15852.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Trzciniec;;15852.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Rybarzowice;;5184.0
DOLNOŚLĄSKIE;jaworski;Bolków;Mysłów;;4896.0
DOLNOŚLĄSKIE;jaworski;Bolków;Sady Dolne;;4896.0
DOLNOŚLĄSKIE;ząbkowicki;Ciepłowody;Baldwinowice;;2780.0
DOLNOŚLĄSKIE;ząbkowicki;Ciepłowody;Czesławice;;2780.0
DOLNOŚLĄSKIE;górowski;Jemielno;Piskorze;;2636.0
DOLNOŚLĄSKIE;karkonoski;Szklarska Poręba;Jakuszyce;;5588.0
DOLNOŚLĄSKIE;karkonoski;Janowice Wielkie;Chałupy;;4046.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Mojęcin;;15359.0
DOLNOŚLĄSKIE;jaworski;Męcinka;Sichówek;;5222.0
DOLNOŚLĄSKIE;oławski;Oława;Jankowice;;15697.0
DOLNOŚLĄSKIE;oławski;Oława;Jankowice Małe;;15697.0
DOLNOŚLĄSKIE;polkowicki;Chocianów;Brunów;;5053.0
DOLNOŚLĄSKIE;ząbkowicki;Bardo;Dzbanów;;2590.0
DOLNOŚLĄSKIE;ząbkowicki;Bardo;Grochowa;;2590.0
DOLNOŚLĄSKIE;jaworski;Paszowice;Pogwizdów;;4181.0
DOLNOŚLĄSKIE;jaworski;Paszowice;Sokola;;4181.0
DOLNOŚLĄSKIE;jaworski;Wądroże Wielkie;Kępy;;3681.0
DOLNOŚLĄSKIE;oławski;Jelcz-Laskowice;Kopalina;;8839.0
DOLNOŚLĄSKIE;jaworski;Bolków;Świny;;4896.0
DOLNOŚLĄSKIE;jaworski;Bolków;Wierzchosławice;;4896.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Sośnica;;23545.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Stradów;;23545.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Magnice;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Nowiny;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Racławice Wielkie;;25421.0
DOLNOŚLĄSKIE;zgorzelecki;Sulików;Bierna;;5800.0
DOLNOŚLĄSKIE;zgorzelecki;Sulików;Studniska Górne;;5800.0
DOLNOŚLĄSKIE;polkowicki;Chocianów;Jabłonów;;5053.0
DOLNOŚLĄSKIE;oławski;Oława;Oława;;33086.0
DOLNOŚLĄSKIE;oławski;Oława;Nowy Otok;;33086.0
DOLNOŚLĄSKIE;oławski;Domaniów;Gęsice;;4853.0
DOLNOŚLĄSKIE;polkowicki;Gaworzyce;Koźlice;;3750.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Ciechów;;10253.0
DOLNOŚLĄSKIE;lubiński;Lubin;Wiercień;;18812.0
DOLNOŚLĄSKIE;lubiński;Rudna;Gawrony;;7428.0
DOLNOŚLĄSKIE;świdnicki;Strzegom;Graniczna;;9183.0
DOLNOŚLĄSKIE;milicki;Milicz;Latkowa;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Łąki;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Miłochowice;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Łaziec;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Lasowice;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Nowy Zamek;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Dyminy;;12289.0
DOLNOŚLĄSKIE;ząbkowicki;Stoszowice;Lutomierz;;5083.0
DOLNOŚLĄSKIE;ząbkowicki;Stoszowice;Żdanów;;5083.0
DOLNOŚLĄSKIE;trzebnicki;Zawonia;Sędzice;;5888.0
DOLNOŚLĄSKIE;trzebnicki;Zawonia;Tarnowiec;;5888.0
DOLNOŚLĄSKIE;lubiński;Lubin;Siedlce;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Ustronie;;18812.0
